x,y,z
11.105241610672877,30.411821712639178,1014.1918838186964
10.29322276855981,28.464073132318344,879.9611369545921
10.849618387130818,29.539432838873665,-
11.629047457093188,31.33147364990367,1094.0655819261835
10.37535726094822,28.779085631132315,896.7798851992577
8.998119046864202,26.007581263293737,703.0579369843358
9.196635960347942,26.68083409774916,737.1217549463124
9.196635960347942,25.404161053442248,701.8984632596729
9.196635960347942,25.63966137774311,708.3958955130896
9.954918360553863,27.977041673171932,836.5274974787196
9.954918360553863,27.984967810890062,836.7642096404151
8.68900323874633,25.43295743298254,-
8.68900323874633,25.24332684671787,659.0180461835913
10.719196005357631,29.335425623688643,-
8.94466597996133,26.71144087566423,717.774749428907
8.984507408324218,26.07885871524054,703.9170979831576
8.580159550197573,26.20806279412976,675.6080808256904
8.580159550197573,not detected,not detected
8.427391657080152,26.402322578179625,668.5081390686697
8.427391657080152,25.9274087890932,656.501285556732
8.427391657080152,25.06475951888375,634.6916357684838
8.427391657080152,not detected,not detected
8.427391657080152,25.58124303857862,647.7494624831716
8.399288369861676,not detected,not detected
8.399288369861676,not detected,not detected
8.24258014214256,26.570914078546153,-
8.077634582177586,26.280207395470114,637.8457362533456
8.077634582177586,26.143217519552607,634.5260737759872
8.077634582177586,not detected,not detected
8.077634582177586,28.03286959478331,680.3178306294888
8.24284013398765,28.060018060883564,694.8827290980081
8.24284013398765,not detected,not detected
8.24284013398765,not detected,not detected
8.122886740290506,27.034485207295194,659.7941842627539
8.431309513896185,27.103449055295744,-
9.281116408063143,25.429714061460796,709.0484092845335
9.244122168541676,25.702974800400323,713.804317449546
8.638563509201678,not detected,not detected
8.638563509201678,not detected,not detected
9.161878863596566,25.073303772898104,690.1557156323536
8.544028576381457,not detected,not detected
8.94509145897544,not detected,not detected
8.94509145897544,25.521250497974446,685.8697595554117
8.94509145897544,26.90749946400155,723.0701309134795
8.82150983386839,not detected,not detected
8.82150983386839,25.451319253357394,674.5571892352484
8.82150983386839,25.189827249591296,-
8.338301687997582,27.60193354096427,691.4597471098584
8.338301687997582,not detected,not detected
8.338301687997582,not detected,not detected
8.338301687997582,28.726473871245744,719.5900167124805
8.81660569564151,25.679256579685465,-
8.81660569564151,25.054848507066385,663.6961601525101
8.81660569564151,26.641951969294592,705.6747564264707
8.81660569564151,25.678131053336013,680.1818694948142
8.81660569564151,26.797435461346968,709.7872663512924
8.81660569564151,not detected,not detected
8.879532141551154,28.183325934245453,751.764245466834
9.056588467686584,25.146626117023157,684.2279322779746
9.433912321038934,27.874601683461513,789.8996447969804
9.290575980717058,25.91521537848291,723.3018325913279
8.764377566046909,26.435915417531085,696.0830320699691
8.071040307902816,not detected,not detected
8.071040307902816,26.876812757833548,651.7715173492936
8.071040307902816,25.55419899313673,619.7469103293282
8.145962908659092,25.20627818955985,616.9882215924915
8.145962908659092,not detected,not detected
8.145962908659092,not detected,not detected
8.088233988251972,not detected,not detected
8.088233988251972,not detected,not detected
8.088233988251972,27.649664923916497,671.9108788041992
8.088233988251972,not detected,not detected
8.57201925427297,25.87760962668034,666.4701039233903
8.57201925427297,not detected,not detected
8.57201925427297,not detected,not detected
8.57201925427297,not detected,not detected
8.57201925427297,25.552474682319048,658.1089149134845
8.57201925427297,26.623486283730774,685.6511111200375
8.57201925427297,26.366904497860954,-
8.632670792594782,26.15559518012632,678.377927723228
8.632670792594782,not detected,not detected
8.632670792594782,not detected,not detected
8.632670792594782,25.41568444358452,659.215710309813
8.632670792594782,26.26244642094546,681.1451624805437
8.632670792594782,25.363870647153046,657.8738359684907
8.632670792594782,25.032877374584768,-
8.632670792594782,26.78544138026954,694.6896924106376
8.632670792594782,26.700444038399496,692.4884301988084
8.632670792594782,not detected,not detected
8.632670792594782,not detected,not detected
8.362114677373512,not detected,not detected
8.362114677373512,not detected,not detected
8.045503738869295,not detected,not detected
8.045503738869295,not detected,not detected
8.045503738869295,not detected,not detected
8.110097220073168,25.123882888753045,612.2713983205597
8.311149312700087,not detected,not detected
8.311149312700087,not detected,not detected
8.311149312700087,25.595516605493472,639.1844807318522
8.35521581225618,25.1170804631069,630.5758835291846
8.35521581225618,27.06412145259385,679.3797265166014
9.940172070223488,27.317194175142973,815.6128317298837
9.940172070223488,28.699036176944176,856.8200735451819
10.055825758125899,28.6968379719449,866.7112073651466
10.055825758125899,27.872988296441918,841.857741001907
10.055825758125899,28.449479422259103,-
10.055825758125899,27.567572011330828,832.6441021615934
10.055825758125899,27.811699621259034,840.0088162861506
9.32378553901218,25.460701660932067,713.1703658779053
9.32378553901218,26.87947261583379,752.855314215355
9.32378553901218,27.620473629005915,773.5821178083778
8.940704312797994,not detected,not detected
8.940704312797994,25.62994425584897,688.4492594351232
8.462851040140967,27.279360497205023,693.5834930744558
8.462851040140967,not detected,not detected
8.457607361846833,not detected,not detected
8.457607361846833,not detected,not detected
8.498699431700055,not detected,not detected
8.192228848866208,not detected,not detected
8.285546066126006,not detected,not detected
8.285546066126006,not detected,not detected
8.40147867335266,25.367860963004226,-
8.40147867335266,25.189593767405334,635.8895044818189
8.40147867335266,26.617311485057147,671.8743243510773
8.40147867335266,25.532246121841155,644.5258638263189
8.40147867335266,not detected,not detected
8.40147867335266,25.25715078369761,637.5922409766637
8.40147867335266,26.12856418581199,659.5557243172765
8.134697952180888,not detected,not detected
8.134697952180888,not detected,not detected
8.044662455245296,not detected,not detected
8.044662455245296,not detected,not detected
8.044662455245296,25.284922039007895,611.2259890330334
8.044662455245296,26.248388099642902,634.478266767714
8.044662455245296,not detected,not detected
8.044662455245296,27.21010974178423,657.6884447285075
8.044662455245296,not detected,not detected
8.044662455245296,not detected,not detected
8.044662455245296,not detected,not detected
8.317520302993104,not detected,not detected
8.317520302993104,not detected,not detected
8.442707746460636,26.158581768640012,663.547782803563
8.266411286293406,25.458428577635978,-
8.266411286293406,25.74465541942742,639.4477303626686
8.266411286293406,not detected,not detected
8.266411286293406,not detected,not detected
8.266411286293406,not detected,not detected
8.266411286293406,not detected,not detected
8.266411286293406,not detected,not detected
8.926964460077432,27.27649702879644,731.4889587144205
8.814766289594075,25.846141482009635,684.4830899550927
8.814766289594075,26.10221913565426,691.2548839616878
9.991772364741951,26.68834454893885,-
9.093607615171072,26.412960305554464,-
10.226856560001838,28.665884205797962,880.4856578149539
10.103007881553314,27.665636419275103,839.5184283763742
10.103007881553314,27.227626921440486,826.2427881499192
10.103007881553314,28.140627906934782,853.9149566068637
9.719391212417657,28.48445175022824,831.5545900951093
9.719391212417657,27.38559068296182,799.5138082925379
10.086857276359533,27.873200702593056,-
10.086857276359533,28.20967077251811,854.6407686864434
9.927797491490702,28.416159156287158,847.3296207687645
9.416945450177813,27.00876277757178,764.0201372595593
9.841602252345604,28.997544500342713,857.1468978011942
9.841602252345604,27.680452554923352,818.2600126314379
9.08789613047524,28.145246985717492,768.3432435183157
9.107002000395072,25.500770863553093,697.7067137979831
10.273675693012358,28.88189492037691,891.1696654348401
10.273675693012358,28.232111062503634,871.1426595558066
10.273675693012358,28.822856531537678,889.3500416537233
9.920246686799217,28.402918132327883,846.2918634929653
8.189319236828604,25.813933964749577,635.195637987241
8.189319236828604,not detected,not detected
8.189319236828604,not detected,not detected
8.649619987913871,27.723927481681056,720.4043118670694
8.976841614979435,25.543734976800778,688.9061894252529
8.976841614979435,26.59830793426433,717.3063926570252
8.976841614979435,25.295807875732038,682.2293824701877
8.338722420960101,25.52711342366244,639.5905391448566
8.338722420960101,not detected,not detected
8.338722420960101,26.22837970686537,657.1335337812795
8.410628754658708,25.524577339706376,645.0332323715335
8.410628754658708,26.515154101241947,670.0273525543369
8.410628754658708,25.38262267440506,641.45144840201
8.410628754658708,26.70532841899249,674.8258093101477
8.410628754658708,25.073268704427527,633.6458642162273
8.410628754658708,not detected,not detected
9.146387157874171,25.270919238694404,694.4128335774095
9.146387157874171,25.719652749009395,-
9.146387157874171,25.556433894599735,702.2471163238816
9.146387157874171,27.935175913782274,767.5178026923222
9.146387157874171,25.294277095944548,695.0537535941739
9.146387157874171,25.59919827148639,703.4205349665934
8.812629539373459,25.03726682596271,662.9324716469624
8.812629539373459,not detected,not detected
9.560478589068866,27.61938604254353,793.1636467088947
9.693415596115601,25.89072311003352,753.9086175685286
11.587228781255329,31.04012138447003,1080.0069636393705
11.587228781255329,31.057361138242335,-
11.587228781255329,31.299196632891356,1089.0128561644258
11.587228781255329,31.24091902121608,1086.987028106506
11.058014866239628,29.705058279799008,986.4369281815959
11.058014866239628,29.88770024137597,992.4959007605476
11.396077620029132,31.001763233617048,1060.8955005041955
11.624027711331966,31.209155013956938,1089.3282481884712
10.672183972754786,28.629964654890934,917.6327497913892
10.672183972754786,28.944699031803182,927.7094593102627
10.205726571823156,27.571866260612737,845.1727843920693
10.23603064429824,29.503833385860073,907.0064279857995
10.23603064429824,28.255165701351615,868.662225936279
10.23603064429824,29.336774735208145,901.8763755833949
10.34203731203394,27.88920843420743,866.2937026889946
8.773289035453672,25.45392484628857,670.9439192896159
9.001956002308722,26.01412618555364,703.5340580825832
9.001956002308722,25.825155838912234,698.4307498439623
8.281161358531294,not detected,not detected
8.281161358531294,not detected,not detected
8.281161358531294,26.344848862482515,655.497833189012
8.281161358531294,25.246383826894263,628.2081345697786
8.281161358531294,25.524887238652994,-
8.281161358531294,25.722310176134325,640.0318032482795
8.281161358531294,not detected,not detected
8.281161358531294,26.26490827231499,-
8.334734953132518,25.783495588774286,645.6958056930854
8.334734953132518,not detected,not detected
8.334734953132518,not detected,not detected
8.334734953132518,25.725707080155743,644.2508499850683
8.334734953132518,not detected,not detected
8.334734953132518,not detected,not detected
8.334734953132518,25.515454583105125,638.9936534766148
8.334734953132518,not detected,not detected
8.446714517417629,25.411268919387062,644.9252022621703
8.446714517417629,26.421550000599993,670.5258698882311
8.446714517417629,not detected,not detected
8.446714517417629,not detected,not detected
8.446714517417629,not detected,not detected
8.403795531307198,not detected,not detected
8.403795531307198,28.17271912738628,711.273313322505
8.54113283870859,26.578657744296184,682.0355394058136
8.54113283870859,not detected,not detected
8.54113283870859,26.746806761097766,686.3440886734153
8.54113283870859,26.640517519568434,-
8.54113283870859,25.769709266590574,661.3075301825494
8.54113283870859,25.923525348570845,665.2488209493189
8.54113283870859,25.250018423063377,647.9912845936705
8.347148371100461,not detected,not detected
8.347148371100461,not detected,not detected
8.605768531176714,not detected,not detected
8.645296993231218,27.151071661751747,705.1872346010432
8.645296993231218,26.253125151592414,-
8.645296993231218,not detected,not detected
8.645296993231218,25.97318264085782,-
9.609193948239799,27.40230183445002,790.9420988663126
9.609193948239799,26.720173294207722,771.2779825438586
10.019677045626128,28.547615784959714,859.1136717637448
8.926976303313822,not detected,not detected
9.03634551486066,not detected,not detected
9.03634551486066,25.482153355237383,691.7966265417725
9.323691783425051,26.810358189351575,750.9145490822194
9.77579003720892,28.769103559597408,844.722147872032
9.592756005591118,28.430174791689296,819.1711899189481
9.592756005591118,26.991816841904384,777.7777393359813
9.592756005591118,27.488854438295057,792.081620499325
9.708497624125258,27.455716277094545,800.6612687344887
10.445337980383039,28.64906803075639,898.7475952127118
10.11778267163438,28.83366959772019,876.1984078463331
9.468633015338035,26.64962545759598,758.0065703625588
8.931182471992125,25.660660810149633,688.5401321420309
8.931182471992125,26.622487543597824,714.3108823306287
8.931182471992125,25.63908802834259,-
8.931182471992125,26.528545780148804,711.793849237317
9.437147436022181,27.365662846079815,-
9.437147436022181,25.383174540548517,719.6342816003229
9.859359859622016,27.42641550621329,812.2207004058224
9.910364960121848,28.022488101232057,834.1392525216448
9.370785508283312,26.49223929460809,745.7592761916617
9.370785508283312,28.272836069133046,795.816047544105
9.308648964382167,26.72696633564829,747.3758425042284
8.944651236996682,26.284612231914146,706.3200679425071
9.363428915697446,25.965352155165377,730.3741875278274
9.363428915697446,26.50564685989898,745.55122071173
8.052041971687196,not detected,not detected
8.052041971687196,25.504810357129514,617.0974104265874
8.052041971687196,not detected,not detected
8.052041971687196,not detected,not detected
8.052041971687196,not detected,not detected
8.052041971687196,25.048607904255952,606.0773265322136
8.086316884054376,not detected,not detected
8.086316884054376,not detected,not detected
8.077601022162902,not detected,not detected
8.254847483070305,25.165316293947697,624.2075436092869
8.068234131083297,not detected,not detected
8.068234131083297,not detected,not detected
8.068234131083297,not detected,not detected
8.068234131083297,not detected,not detected
8.068234131083297,not detected,not detected
8.068234131083297,not detected,not detected
8.068234131083297,not detected,not detected
8.373476797735918,25.74476979857179,647.7196977141799
8.373476797735918,25.33603349729723,-
8.373476797735918,not detected,not detected
8.481826850616553,not detected,not detected
8.481826850616553,not detected,not detected
8.481826850616553,27.209921230293062,693.3695214827833
8.481826850616553,26.00923811628205,662.8175626562818
8.249416056041033,not detected,not detected
8.249416056041033,25.761042010548035,638.5406607464876
8.314187175546154,not detected,not detected
8.314187175546154,not detected,not detected
8.314187175546154,not detected,not detected
8.314187175546154,25.420347508517434,635.0485817597269
8.314187175546154,not detected,not detected
8.314187175546154,not detected,not detected
8.755490339164831,25.279655394947504,665.007335763637
8.755490339164831,26.48089013183387,696.5595331652703
8.565489026999218,25.707639675911913,661.5955166622198
8.553123675619553,25.565782605129403,657.0019014570245
8.553123675619553,not detected,not detected
8.553123675619553,not detected,not detected
8.131892719445572,not detected,not detected
8.131892719445572,not detected,not detected
8.089353848330248,not detected,not detected
8.089353848330248,not detected,not detected
8.089353848330248,not detected,not detected
8.089353848330248,not detected,not detected
8.648277972105488,26.32509307287736,684.000167607376
9.115025175498513,26.470048119228025,724.8254650102615
9.60621427007043,28.047184097175048,809.2817803287261
9.60621427007043,25.970135625408894,749.4240623214022
9.60621427007043,27.95071036814081,806.5015383911192
8.894908614943386,26.90594670861691,718.9778115150526
8.553952989954293,25.978388741685535,667.6537481534078
8.106930114510343,25.76549761468904,627.6372655836009
8.106930114510343,not detected,not detected
8.106930114510343,27.022054069238607,658.1977116695116
8.106930114510343,not detected,not detected
8.106930114510343,not detected,not detected
8.106930114510343,not detected,not detected
8.106930114510343,25.87170130326608,630.2202232271927
8.106930114510343,not detected,not detected
8.106930114510343,not detected,not detected
8.233231508769878,25.09943724581737,620.9484327539674
8.233231508769878,not detected,not detected
8.233231508769878,25.24475842009819,624.5378213669082
8.233231508769878,26.098674692606274,645.629292448903
8.233231508769878,26.10585279794918,645.8065894581504
8.958493983503221,26.163593629367355,704.159188346532
8.858972115071243,27.313437232357316,726.9069364246063
8.858972115071243,25.760488063295707,-
8.858972115071243,26.17876405106181,696.7508222061582
8.858972115071243,26.973049361449362,717.8604764545602
8.879344431119781,25.814731990801658,688.6536902301231
8.49084754429377,27.167377220525246,693.0221744733977
8.49084754429377,not detected,not detected
8.49084754429377,25.73897848454848,656.6372267744758
8.49084754429377,not detected,not detected
8.49084754429377,25.36777249300913,647.1816663294089
8.49084754429377,26.584797568204852,678.1823894426175
8.300607176032848,not detected,not detected
8.19560296506132,not detected,not detected
8.42377482654031,not detected,not detected
8.42377482654031,25.01566485684783,633.1789836708516
8.450945115766373,not detected,not detected
8.241939438870252,26.02130809517227,-
8.241939438870252,not detected,not detected
8.134744073281864,not detected,not detected
8.134744073281864,not detected,not detected
8.277879023966403,27.74807467530331,690.0856159304399
8.277879023966403,25.64195065047901,637.7828962695456
8.277879023966403,not detected,not detected
8.675193261117828,not detected,not detected
8.675193261117828,not detected,not detected
8.127755167456876,25.685553459976255,627.2976695899355
8.127755167456876,not detected,not detected
8.264816470634926,not detected,not detected
8.272208708653768,not detected,not detected
8.327245232429204,26.953417481059745,674.3431516504862
8.327245232429204,not detected,not detected
8.327245232429204,25.987508817558556,650.2130767111792
8.327245232429204,26.75145823503664,669.2978591447136
8.327245232429204,26.27659762560907,657.4350169069411
8.327245232429204,25.26993362600105,632.286802932759
8.327245232429204,not detected,not detected
8.327245232429204,not detected,not detected
8.216803587620852,26.174193873157705,-
8.216803587620852,26.629948206394634,657.4391618813827
8.216803587620852,not detected,not detected
8.216803587620852,not detected,not detected
8.216803587620852,not detected,not detected
8.216803587620852,25.597079794872922,631.9785312733871
8.216803587620852,25.729897525410408,635.2525428877274
9.747124079722779,28.102982543973894,822.7697735991906
10.399047812985616,28.497399580561574,890.0374623520481
10.08115245370016,28.185798308577215,853.435989334033
10.08115245370016,28.42211129588546,860.5829110895643
8.976495233450429,27.875834709631878,-
8.976495233450429,25.13677628500304,-
8.417036094719645,not detected,not detected
8.417036094719645,not detected,not detected
9.603081703889544,28.460445111746118,820.9239392114853
9.68849329445982,26.067556158349436,758.6660291293699
8.739365508062363,26.46979227310348,694.9875687914086
8.739365508062363,26.62623691573179,699.0892495325296
8.323035724484802,25.881029676933988,647.2262037627188
8.323035724484802,25.936441804840648,648.6097951231293
8.323035724484802,25.610912189488452,640.481611269267
8.162833267573628,not detected,not detected
8.162833267573628,not detected,not detected
8.162833267573628,25.28081724517348,620.0892881210535
8.162833267573628,25.64127688607727,628.916403966215
8.162833267573628,not detected,not detected
8.162833267573628,not detected,not detected
8.162833267573628,not detected,not detected
8.360613096501309,not detected,not detected
8.360613096501309,26.986715994053135,677.876473514326
8.360613096501309,26.455463903687942,664.5516939615732
8.130787602915829,not detected,not detected
8.130787602915829,not detected,not detected
8.130787602915829,not detected,not detected
8.130787602915829,not detected,not detected
8.130787602915829,not detected,not detected
8.641483963243852,25.20221028473098,-
8.886049822606369,26.39169033007481,704.5536255275304
8.28850370751142,not detected,not detected
8.28850370751142,28.644200386647512,713.2526833102839
8.28850370751142,25.179941905096126,627.1121255059343
8.29478813013683,not detected,not detected
8.28182577667543,not detected,not detected
8.117259858599914,not detected,not detected
8.117259858599914,not detected,not detected
8.117259858599914,not detected,not detected
8.117259858599914,not detected,not detected
9.248739448246612,27.706297327501908,769.7449751731497
9.014227187681422,not detected,not detected
9.014227187681422,not detected,not detected
9.014227187681422,not detected,not detected
9.36824825082518,25.952784224452607,730.3963762443144
9.212648314115516,25.57508739839656,707.842857412585
9.212648314115516,29.039360171635753,803.5882375846402
9.795535605517184,27.660007129175064,813.8337540480806
10.151029418944374,27.697177494540743,844.4645907064213
10.151029418944374,28.39563743297022,865.7348528552764
10.151029418944374,28.24008291376934,860.9977373533027
10.151029418944374,28.686595953794573,874.595438369018
9.085607062169196,25.685402866579583,701.1024330377691
9.085607062169196,27.27541643888643,744.4411486622571
9.206878017112263,26.440757434214404,731.3104851305987
8.133277391759613,not detected,not detected
8.133277391759613,25.621349200197812,626.1566205890413
8.224278723515463,not detected,not detected
8.523465143449164,25.76734786115686,659.8812740010995
8.063488592902399,not detected,not detected
9.29120107754303,26.69537363776556,745.0962529258636
8.611326414552202,26.41327851840856,683.3600890014877
8.004558430055232,not detected,not detected
8.22038313741701,not detected,not detected
8.22038313741701,25.354467212961286,626.2703042068582
8.22038313741701,not detected,not detected
8.163787951262774,not detected,not detected
8.163787951262774,26.067783704926413,639.435575579207
8.163787951262774,25.316265592624003,621.0298720480965
8.163787951262774,27.014107789254282,-
8.163787951262774,not detected,not detected
8.163787951262774,27.191053187982057,666.9459771945795
8.163787951262774,25.176769619543673,617.6134254152479
8.163787951262774,not detected,not detected
8.163787951262774,not detected,not detected
8.2003393640996,not detected,not detected
8.2003393640996,not detected,not detected
8.30606297249854,25.178851733262352,628.4113842150433
8.30606297249854,25.002496190179585,624.0169234758594
8.30606297249854,not detected,not detected
8.30606297249854,not detected,not detected
8.30606297249854,27.58169954316281,688.2859998821334
8.30606297249854,26.42688931483984,659.5102204489255
8.02843100120208,not detected,not detected
8.02843100120208,not detected,not detected
8.02843100120208,not detected,not detected
9.323163486963105,27.298739351839618,764.5318298955821
8.682790354789605,25.116067171041472,655.2326373489002
8.855195702904625,27.46332271392568,730.5792918515131
8.624561749566112,not detected,not detected
8.624561749566112,not detected,not detected
8.624561749566112,25.43363940086185,659.0619805867921
9.528708929710046,27.047498258435642,774.1832145444179
10.065743775145826,28.583777445210085,864.1509396678312
10.065743775145826,28.3331602202694,856.582993352158
9.749778359936512,26.577640377654042,778.3783090366787
9.624872483412375,28.320063701276553,818.731005540707
9.624872483412375,27.85199550114151,805.2157153211864
9.624872483412375,27.638795560101407,799.0596485832403
9.624872483412375,27.783921967834445,803.2501180884591
8.828483553952694,25.119608384543717,-
8.494075512994481,25.63809669573558,654.3157880290969
8.494075512994481,not detected,not detected
8.494075512994481,not detected,not detected
8.494075512994481,not detected,not detected
8.494075512994481,26.561625047340424,-
8.130466112063859,not detected,not detected
8.130466112063859,26.643286141185378,650.8670052547852
8.130466112063859,not detected,not detected
8.212030101670477,27.080820463082603,668.1655384623044
8.212030101670477,25.91310771112691,639.3976616548106
8.293853386620519,not detected,not detected
8.293853386620519,25.862289696788455,644.4941169624096
8.982820851711544,25.430192746381394,686.3045969957153
8.257853562241674,not detected,not detected
8.425842994397435,not detected,not detected
8.425842994397435,26.257166265905106,664.7162813029155
8.425842994397435,not detected,not detected
8.425842994397435,25.605050603020434,648.2324087339547
8.33885758255887,not detected,not detected
8.33885758255887,not detected,not detected
8.310829781844548,26.806738412290798,669.3587198529478
8.310829781844548,not detected,not detected
8.226437588353903,not detected,not detected
8.226437588353903,not detected,not detected
8.226437588353903,not detected,not detected
8.258343253269778,not detected,not detected
8.258343253269778,not detected,not detected
8.258343253269778,26.14076131078655,-
8.258343253269778,not detected,not detected
8.258343253269778,26.318650755038483,653.0453556941069
8.258343253269778,not detected,not detected
8.258343253269778,not detected,not detected
8.243392179969156,26.296169913412637,651.3089242820978
8.443811444566746,26.15340792989408,663.5033355785869
8.440578059763455,not detected,not detected
8.440578059763455,not detected,not detected
8.359638941332006,not detected,not detected
8.300466264626651,not detected,not detected
8.17655778302619,not detected,not detected
8.17655778302619,not detected,not detected
8.17655778302619,not detected,not detected
8.99549416157254,25.73193338132934,-
8.99549416157254,26.58481522292677,718.4306503729675
8.500000046968015,25.885619203522047,-
8.500000046968015,not detected,not detected
8.500000046968015,not detected,not detected
9.282617186317363,25.22215366886607,-
9.282617186317363,25.967275078249695,724.1328217695735
8.8771100992856,26.952662567640093,718.7852592455046
8.721442943036921,25.298297223304413,662.9129673671164
8.721442943036921,25.02428303825368,655.7435701256082
8.721442943036921,not detected,not detected
8.721442943036921,not detected,not detected
8.217766082921555,26.245495290757653,648.038023089597
8.217766082921555,not detected,not detected
8.217766082921555,not detected,not detected
8.217766082921555,25.165555554263165,621.413946675106
8.217766082921555,not detected,not detected
8.217766082921555,27.143123749265033,670.1675251937583
8.134092388655388,not detected,not detected
8.035483828184066,26.497655945416504,639.764457502539
8.035483828184066,26.73038166495646,645.3746487698365
8.035483828184066,not detected,not detected
8.035483828184066,not detected,not detected
9.038734434854348,26.30450121063162,714.2782026526116
8.933568913083858,25.242352008240395,677.5128735818089
8.933568913083858,25.078105954286926,673.1109632567227
8.800310543519076,27.40045630515597,724.3975735584935
8.189897332258496,not detected,not detected
8.189897332258496,26.271888322749238,646.4922042636314
8.558427058382188,25.634371402154766,659.1696934984597
8.558427058382188,27.226485274939677,700.0476648450638
9.805571533605313,27.96597383146257,823.6670707340214
9.805571533605313,28.971447892126285,853.2448142150894
10.086770599024433,28.846253623832805,-
10.086770599024433,27.473562362035175,832.3585632515219
8.073971793675359,25.653324594881404,622.3726575792124
8.073971793675359,not detected,not detected
8.073971793675359,not detected,not detected
8.383704597242701,not detected,not detected
8.34056182989248,not detected,not detected
9.124994348789036,not detected,not detected
8.186774240899005,not detected,not detected
8.186774240899005,not detected,not detected
8.186774240899005,not detected,not detected
8.186774240899005,not detected,not detected
8.186774240899005,not detected,not detected
8.186774240899005,not detected,not detected
8.3467100000045,26.586902980700295,666.7395069344817
8.3467100000045,not detected,not detected
8.3467100000045,not detected,not detected
8.3467100000045,25.832947235474187,647.8603570597629
8.374818957804404,25.203331624299018,-
8.288432009543898,25.860978352808733,644.0408823326253
8.288432009543898,25.061185196605088,624.1537887419479
8.288432009543898,not detected,not detected
8.288432009543898,25.66952404716471,639.2803143468304
8.288432009543898,25.0074029482831,622.8164772163364
8.288432009543898,not detected,not detected
8.80211806681921,25.98273708627617,687.1093585975749
8.80211806681921,25.259849038654437,668.0205207647982
8.80211806681921,26.927368967199108,712.0536426342707
8.447216293642576,not detected,not detected
8.447216293642576,28.49306364648008,723.0612144710245
8.338835469154025,25.839098911219125,647.4039834755596
8.338835469154025,not detected,not detected
8.41302557095738,not detected,not detected
8.41302557095738,not detected,not detected
8.856609950662403,not detected,not detected
8.344996578362617,not detected,not detected
8.740539191326656,26.15956314544509,686.9460607022417
9.23041951399076,25.313342005152236,701.9582980260376
9.23041951399076,26.46963023367461,733.9773743110899
8.35084872536713,26.071837914760337,654.1659232553644
8.35084872536713,not detected,not detected
8.35084872536713,not detected,not detected
8.524076453638331,not detected,not detected
9.070200925652191,not detected,not detected
9.343914248119535,not detected,not detected
9.343914248119535,26.49664521731757,743.747142320386
9.343914248119535,not detected,not detected
